phi_r,theta_r
-0.0275,0.0567
80.4031,-9.3495
53.1210,-21.9651
64.2343,-47.3613
83.1203,-56.8852
79.3148,-53.3413
-0.0197,0.0722
46.9535,-47.2663
48.0759,-68.1051
49.8299,-95.8992
42.1234,-124.5254
32.6424,-114.3685
-0.0009,0.1066
-20.4878,-54.5537
-3.1396,-57.7274
-0.3823,-63.6804
-9.5820,-59.2923
-24.1935,-43.5255
0.0261,0.0392
-38.9567,8.9304
-32.2676,20.6513
-20.7234,-9.0074
-15.3718,-39.8858
-18.3243,-59.1185
0.0155,0.0574
-54.2306,-63.0500
-53.0264,-72.3108
-50.7901,-106.6792
-53.9982,-121.0522
-64.2646,-110.5681
-0.0013,-0.0128
-112.4929,-92.3402
-121.0819,-81.7380
-115.9522,-85.0324
-100.4908,-99.7992
-87.9990,-98.6658
0.0057,0.0032
-77.5408,-74.4170
-66.4898,-71.7016
-49.1709,-74.8307
-39.7655,-84.3861
-38.2361,-77.9247
0.0023,0.0551
-30.6536,-71.0594
-28.4123,-43.8910
-26.6267,-17.5660
-21.0688,-4.2200
-17.7654,2.5053
0.0012,-0.0927
-38.7204,46.9026
-58.0798,93.8915
-61.4096,110.9387
-48.7578,85.8947
-27.3107,63.2730
-0.0135,-0.0784
11.1647,66.4417
20.5022,56.2441
25.1110,45.4801
27.5131,48.0972
40.0176,44.8253
-0.0197,0.0314
61.6569,59.1718
69.5904,50.9040
72.9388,30.3031
68.7849,37.1783
66.8566,63.5227
-0.0142,0.0363
79.4016,51.4230
84.8552,29.8770
78.7183,28.8513
73.8729,35.3305
73.1249,55.7666
0.0071,-0.0468
30.4529,127.8807
35.2309,80.0438
40.4355,28.4981
51.7293,5.4485
84.1516,-5.5880
-0.0278,0.0729
80.2460,17.5757
84.4070,-0.4147
101.6584,-33.0216
148.3432,-53.0331
111.4217,-43.6376
-0.0229,0.0401
82.6031,-76.7238
81.5776,-85.6135
59.4230,-82.1761
31.7134,-69.9507
9.1364,-66.6431
0.0032,0.1080
-22.1917,-77.6894
-26.2907,-72.4609
-31.1299,-41.8798
-44.6723,-29.0438
-51.0518,-22.0047
0.0306,-0.0069
-54.5935,-51.1175
-45.1536,-62.7171
-44.7620,-53.1077
-45.5686,-30.8625
-39.8304,-18.6778
0.0007,0.0071
15.1332,-48.9788
27.6570,-47.9349
26.3442,-43.5062
8.5263,-21.0716
4.6597,-13.4235
-0.0146,-0.0182
21.7938,-19.7075
16.5270,-0.7554
7.7404,21.3373
2.0833,27.4535
1.2765,22.5381
-0.0066,-0.0353
-5.4652,0.8349
-14.8160,-3.1140
-10.0178,-3.4346
1.1603,-8.7477
7.6701,-15.8260
-0.0100,0.0118
4.9703,1.5015
6.0576,11.9378
11.9332,16.8019
17.1059,6.7674
16.1682,12.2316
-0.0135,-0.0426
15.8893,26.4279
11.1165,31.5995
16.9882,34.6782
27.3242,38.9974
32.6763,47.3996
-0.0213,-0.0325
21.2389,-8.4378
2.7121,-12.8114
3.0622,-20.9995
18.0238,-28.8962
25.7254,-25.2909
-0.0133,0.0167
12.9836,-5.7309
12.0110,-11.5244
9.2667,-17.3050
3.7228,-13.1547
-0.3800,-16.5066
-0.0032,0.0282
7.2812,-6.4565
9.1254,-6.8535
7.5272,-11.6144
2.8834,-10.5595
3.2831,-5.2096
-0.0019,0.0031
2.6819,-15.3634
-2.1108,-16.2172
-3.8193,-8.1397
-1.7234,2.1929
6.1034,-1.4076
-0.0094,-0.0037
13.3634,-11.4177
15.5620,-17.9058
18.1962,-18.2032
18.0278,-5.4916
17.5209,2.0285
-0.0112,0.0044
11.1391,-18.9622
2.3621,-27.4556
-6.0465,-25.3399
-20.0885,-60.2574
-29.8809,-101.9285
-0.0178,0.0634
-56.0670,-87.4551
-72.6001,-55.0419
-87.5774,-13.2802
-97.4640,-26.2400
-95.0562,-54.2015
0.0144,-0.0327
-81.6045,-57.7437
-81.8200,-48.2492
-75.3397,-40.7265
-53.6983,-38.1837
-31.6435,-46.4115
0.0049,0.0055
-10.3827,0.8486
-6.8050,19.9576
-0.5648,20.4618
13.0321,1.8987
21.1485,7.4603
-0.0176,-0.0119
24.4729,75.1108
40.9311,80.2874
57.2069,81.1870
66.2580,71.1716
68.1457,60.9760
-0.0132,0.0217
65.9941,78.7069
70.0790,77.2368
80.5376,83.3026
103.8852,91.1690
114.1459,57.1998
-0.0161,0.0691
98.1929,88.0353
104.7216,126.0848
125.7457,107.3057
136.7795,71.6627
118.2869,78.2730
0.0099,0.0044
116.3790,103.7288
126.4816,58.4795
114.8393,29.3034
105.7873,13.5391
104.1863,13.4131
-0.0296,0.0628
96.5156,-37.8646
91.0463,-62.5025
65.4463,-86.5579
21.6071,-97.0200
-3.9542,-106.7690
-0.0045,0.0634
15.1889,-144.2600
22.0494,-130.1997
7.0743,-105.5974
-19.1656,-100.0866
-39.0290,-123.4794
-0.0325,-0.0116
-46.5622,-171.9326
-62.0907,-138.7075
-86.0207,-141.1860
-87.8397,-148.2035
-78.9467,-143.3724
-0.0244,-0.0175
-97.3182,-115.4261
-106.2043,-138.2891
-111.2010,-151.5105
-116.5253,-128.8779
-121.5985,-96.0399
0.0083,-0.0579
-93.4903,-51.1921
-69.3656,-54.5900
-54.4079,-60.7216
-50.7816,-55.3514
-48.3149,-48.3142
0.0149,-0.0118
-46.1484,-47.7776
-41.7743,-42.4286
-35.0206,-26.9047
-30.9177,-1.1973
-22.8640,5.8905
0.0054,-0.0976
-19.2310,18.3925
-11.9057,37.4032
-4.1972,41.6667
-8.1430,44.5443
-14.4306,53.4543
-0.0057,-0.1086
-2.5953,55.3658
9.6998,59.4610
22.7249,68.6601
36.3020,72.4835
45.2736,69.1534
-0.0176,-0.0058
57.7300,62.0971
64.7429,75.0339
84.9292,65.0592
111.9637,45.3496
121.2080,35.2638
-0.0211,0.0754
114.5082,53.7963
128.3017,49.8330
132.1131,26.6701
120.4590,26.9630
110.0265,55.7376
-0.0278,0.0288
98.9542,18.8939
90.0189,15.9702
93.3286,9.9162
97.5989,7.6192
83.5506,10.0640
-0.0268,-0.0042
60.8668,14.6664
72.4642,-7.8992
78.2326,-17.4782
71.1524,-19.4013
54.7916,-23.1621
-0.0163,0.0839
57.4965,-59.4791
58.3643,-61.9410
49.6597,-84.2750
25.5489,-95.1078
18.0549,-80.7469
0.0006,0.0932
26.9070,-123.9846
28.9998,-127.9289
15.3073,-112.0664
-14.0104,-96.9357
-36.5861,-92.1699
-0.0040,0.0320
-51.1734,-115.7189
-72.5270,-119.9527
-89.6798,-98.5492
-104.7187,-113.1720
-112.5571,-130.8764
-0.0190,-0.0403
-121.8650,-149.4569
-128.5123,-144.8768
-133.3308,-124.1206
-133.3826,-121.6556
-134.3728,-111.4858
0.0051,-0.0689
-99.4532,-42.2453
-85.6379,-30.4677
-80.6153,-35.4932
-73.5049,-43.3504
-65.1116,-34.0530
0.0148,-0.0743
-40.8788,-11.3378
-34.0197,-16.6781
-26.9030,-24.1085
-25.6233,-17.2718
-25.4312,21.9727
0.0030,-0.1116
-21.6382,54.9156
-8.4594,43.0362
5.8502,32.6543
0.2255,59.1364
0.4034,85.2660
-0.0004,-0.0657
25.3532,62.7974
40.4357,51.6491
42.6630,74.5275
45.4774,105.1401
61.0832,94.5156
-0.0147,0.0186
101.3251,37.9246
117.3192,51.5127
129.2740,76.4971
136.0623,95.2571
156.5864,91.8747
-0.0008,0.1093
174.4992,40.1561
138.3766,49.3935
112.7738,52.7688
107.6095,44.5483
123.4690,-0.7135
-0.0294,0.0641
117.3037,19.7537
110.7925,23.1008
108.3653,7.2978
102.8543,-4.5452
82.7512,1.3798
-0.0198,0.0855
37.4973,-104.5959
16.3488,-73.6926
7.8044,-48.7720
16.1029,-89.8225
13.3005,-110.0569
-0.0107,0.0223
-21.1462,-141.9549
-24.9602,-127.1909
-32.8743,-128.7841
-52.5712,-110.5310
-68.5064,-88.2930
-0.0098,0.0144
-34.1143,-60.7001
-62.7365,-52.5910
-96.7628,-41.1016
-111.3828,-35.3639
-104.4120,-30.2305
0.0227,-0.0722
-83.3213,-54.1240
-75.8244,-61.3349
-65.0258,-51.2223
-48.4673,-30.6702
-29.9824,-20.7462
0.0121,-0.0429
-11.2440,0.4488
-6.7632,-0.9286
-13.8083,16.1236
-21.8387,33.3718
-21.4275,24.9686
0.0080,-0.0590
-7.6548,23.9250
-8.7829,29.1656
-7.7842,21.6482
2.8289,4.3595
10.2108,-0.7336
-0.0054,-0.0126
3.5293,-0.2974
3.4669,-3.4363
2.9901,0.8921
0.2722,7.0016
3.7449,8.1094
-0.0057,-0.0113
4.5781,-3.3462
-1.3990,-2.6974
-3.1576,0.9303
-1.1334,6.9551
0.8773,8.9569
-0.0013,-0.0353
1.8924,2.3015
4.2060,-2.5244
3.9465,-1.6027
0.6592,2.5616
1.3876,5.1241
-0.0012,-0.0195
1.2849,-0.8284
-1.5330,1.1753
0.0750,3.6967
2.0820,4.2422
1.7926,1.4136
-0.0004,-0.0029
-3.7783,0.5143
-4.9825,4.0823
0.1260,0.7368
3.0721,-2.3385
-0.1062,-1.3777
0.0019,-0.0060
-3.6104,0.3584
-3.2133,2.5460
-0.8623,0.5291
1.1267,-2.1108
0.0861,-2.1736
0.0026,-0.0119
-6.5439,2.1037
-4.9663,2.7559
-1.7630,1.2774
-2.0562,1.9469
-2.3118,-0.9612
0.0012,-0.0106
-2.3135,4.0302
0.1398,3.7633
-0.1948,-2.0509
-2.1263,-5.0257
-2.8482,-1.9130
0.0006,-0.0146
-0.2603,-3.2348
-0.8251,-6.3955
-5.1748,-4.5408
-6.7572,0.0613
-4.5106,2.2893
-0.0023,-0.0113
-0.7666,-4.6069
-1.7726,-3.5153
-1.2556,0.4105
1.1869,1.3558
2.6280,-4.9741
-0.0019,-0.0035
-1.4581,-1.1090
-0.6496,2.3579
1.2446,2.3118
3.2757,0.3477
3.6243,-2.6788
-0.0033,-0.0026
1.7204,-1.0298
3.6980,2.5525
5.7529,2.9410
6.7968,0.4120
4.7986,-5.0706
-0.0029,-0.0021
3.0934,1.0792
2.4247,5.5055
1.5458,3.4946
2.3859,0.9712
1.6495,-1.1242
-0.0019,-0.0170
2.3072,5.9265
4.4962,2.4668
7.4720,-2.5347
