Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Gyroscope X (rad/s),Gyroscope Y (rad/s),Gyroscope Z (rad/s)
-0.00043108,-0.02336794,0.9946312,0.1585824,-0.2776147,0.009761183
-0.001421299,-0.01663513,0.991753,0.03542012,-0.2177608,0.009768077
4.93E-05,-0.02046207,0.996595,-0.0878582,0.02141567,0.009832482
-0.000419765,-0.0228587,0.9990138,0.1584491,-0.1579714,-0.1733259
0.005857684,-0.02332128,1.001439,-0.08797449,0.02134995,0.0709171
0.001483655,-0.024367,0.9887842,-0.02632441,-0.09823154,-0.05113517
0.001974118,-0.02483389,0.991214,0.03530622,-0.03852784,0.0709306
2.71E-05,-0.02002481,0.9892983,-0.0878366,-0.03859199,-0.05116
6.26E-05,-0.02673735,0.9955836,0.03546888,0.02111185,-0.2341651
0.003906832,-0.02627921,0.9912038,0.09698324,-0.158181,0.01003623
-0.001863105,-0.02527703,0.998027,0.09688075,-0.03861526,-0.1119779
-0.002864016,-0.01711246,0.9927246,0.03521949,-0.2177956,-0.05098025
0.000528615,-0.02095296,0.9951317,0.03517524,-0.2177847,0.01007496
3.44E-05,-0.01903931,0.9927106,-0.02633113,-0.03830112,-0.05096722
0.001997987,-0.02429765,0.9999765,0.03528017,-0.09802098,-0.05099903
0.002932423,-0.01805765,0.9951474,0.09675607,0.2604847,0.1320961
-0.000436966,-0.01998618,0.995625,0.03509494,-0.03834448,0.009947819
0.003903735,-0.02289145,0.9931709,-0.08810563,-0.03835261,-0.1121237
-0.001902313,-0.021482,0.9878311,-0.08809164,0.2603476,0.1319436
-0.003323334,-0.02385235,0.9946305,0.0349821,0.02123031,0.009833827
-0.000927429,-0.01951928,0.9931951,0.03495752,0.02116612,0.1318997
4.79E-05,-0.02482934,0.9921889,0.09653052,-0.03860965,0.1928593
-0.006733784,-0.01471608,0.9907957,-0.149807,0.02103792,0.009643579
-0.003803721,-0.02239396,0.9965863,-0.08821459,0.08061056,0.009631466
-0.001874415,-0.02142202,0.9975638,-0.02656422,0.02068507,0.1316018
-0.002364722,-0.02046987,0.9956235,0.09664498,0.02077167,0.07052192
-0.002361315,-0.02288713,0.9946356,0.09652358,-0.03896608,0.009480494
-0.001887284,-0.02678377,0.9882856,-0.02667679,-0.09876014,0.009583577
-0.001420215,-0.01760263,0.9912605,-0.02666259,0.02078722,-0.05145797
-0.003343321,-0.01662157,0.9941877,0.1579702,-0.03891303,0.1316377
-0.000428757,-0.0248177,0.9941357,0.03480873,-0.1584188,-0.1734644
-0.001890843,-0.02048751,0.9927033,-0.1500084,0.1403572,0.009746167
5.89E-05,-0.02529059,0.9955924,-0.08837713,0.08050682,-0.05112308
-0.002366273,-0.02095812,0.9946473,-0.02691997,-0.03896131,0.00985565
-0.000903102,-0.02625581,0.9955872,0.03469209,0.08060478,0.07073861
0.000545199,-0.02140222,1.000482,0.03465941,0.1402968,0.0097383
-0.000441773,-0.02193618,0.9922068,-0.02698167,-0.09872603,-0.0512651
4.84E-05,-0.02337358,0.9936575,0.03464982,0.08064554,0.009790473
-0.001890221,-0.0185465,0.9946616,0.03464498,0.02088888,0.009778193
0.006796922,-0.01949553,0.9961089,0.096083,0.02080636,0.1318057
-0.00092929,-0.02097804,0.9912397,0.09605901,-0.03896894,-0.05137167
-0.004775349,-0.02289493,0.9936641,-0.02706344,-0.03893874,0.07071353
-0.000437744,-0.02241243,0.9931771,0.2193028,0.02082185,0.1316159
-0.000421786,-0.02916696,0.9926496,0.09594829,-0.09883403,0.009449035
5.77E-05,-0.02480834,0.9955953,-0.1504078,0.02063837,0.1315154
-0.004310923,-0.02196305,0.9883167,0.03436108,0.1401671,0.07047397
0.000542409,-0.02140822,0.9995084,-0.2734766,-0.03929402,0.009279265
-0.001387212,-0.02771493,0.9936322,-0.02703285,0.1400592,0.009248455
0.00342939,-0.02432957,0.9946223,0.09621562,-0.03921416,-0.05179268
0.003409092,-0.01806929,0.9932005,-0.02688769,0.02037787,-0.05180431
0.001013343,-0.02191711,0.9951255,-0.02693126,-0.03937815,-0.05179672
0.000519007,-0.02048871,0.9922149,0.03464213,0.1398438,0.07025072
0.001966375,-0.01854662,0.994172,-0.02697962,0.02030115,0.07021997
-0.001878911,-0.02240152,0.9951248,0.03459382,-0.03936092,0.009083091
0.002447536,-0.02194302,0.9907447,0.09622533,0.2593782,0.192141
3.47E-05,-0.01806881,0.9936897,0.03458425,0.08001127,0.3143421
0.003443183,-0.02478483,0.9989992,-0.02703743,-0.03955005,-0.05190398
0.001509692,-0.02576577,0.9965617,0.09613369,0.02007993,-0.1128683
-0.002356664,-0.02142238,0.9975641,0.03439604,0.1395906,0.07036202
-0.003339291,-0.01709783,0.9951581,-0.02730278,-0.2785664,-0.2347972
0.001493113,-0.02095225,0.995131,-0.08880806,-0.09921283,-0.2347323
-0.000447042,-0.02097768,0.9912393,-0.1503908,-0.0393953,0.1926349
-0.001877516,-0.02239852,0.9956114,0.03449415,0.139883,0.009496117
-0.000436811,-0.01950093,0.9961144,0.03441213,0.0204904,-0.05148782
-0.001395889,-0.02433917,0.9936527,0.2191423,0.08023262,0.009568034
0.001476685,-0.02001773,0.9902705,0.1575015,-0.03932899,-0.1125414
-0.002348144,-0.02528339,0.997054,-0.1504908,0.08014371,0.009563185
-0.002848832,-0.02192898,0.9936684,0.0342503,0.1398549,-0.05145617
0.000994436,-0.02001809,0.9902709,0.1572864,0.1398106,-0.1125169
-0.000923866,-0.02145129,0.9926968,0.1572436,0.02009909,0.009530128
-0.004297747,-0.01999506,0.9946546,-0.02757261,-0.1591737,-0.1123876
-0.005267206,-0.02243103,0.9907477,-0.1506945,0.02008612,0.07080378
0.001010705,-0.02580212,0.9907224,-0.08906233,-0.03966954,-0.05134416
0.002928393,-0.0175814,0.994177,0.03420598,-0.1591368,-0.051433
0.001973811,-0.02144013,0.9941544,0.1573388,0.1994831,0.192673
0.001466459,-0.01713022,0.9893147,-0.02751616,0.07986552,0.07050614
6.09E-05,-0.02334659,0.9980373,0.218812,-0.03969564,0.009483895
4.70E-05,-0.02337658,0.9931709,0.1572104,-0.03966454,0.07046315
0.001972727,-0.02047263,0.9946469,-0.1507429,0.1395577,0.009421788
-0.001428584,-0.01762063,0.9883409,-0.02749376,-0.1591758,0.07043948
0.002460552,-0.02482454,0.9926737,-0.02759459,-0.03964641,0.009436486
-0.001414018,-0.02001389,0.9912459,0.09557725,0.07993931,-0.0515857
-0.000933316,-0.01613752,0.9941888,-0.02766061,0.08000779,-0.1125313
-0.002378831,-0.02534937,0.9863482,0.09551129,0.07988855,-0.05143709
-0.000444718,-0.02242743,0.990744,0.0338711,0.07978816,-0.05133415
5.13E-05,-0.02288233,0.9951203,-0.2123877,0.1395497,0.1927142
-0.001399762,-0.02337766,0.993172,0.1571164,-0.0994534,0.009479449
-0.003324418,-0.02288485,0.9951229,0.09555358,0.1395557,-0.05156196
-0.000454634,-0.01856942,0.9907674,0.03393269,-0.0994287,0.07048517
-0.002370924,-0.02242287,0.9917186,-0.08932443,0.1396179,0.009482128
-0.002887574,-0.0166782,0.9849413,0.03386688,0.07974961,0.0704039
-0.003353555,-0.02246258,0.9853932,0.09547995,-0.2189651,0.009305132
-0.002367823,-0.02144637,0.993671,0.1569769,0.1994041,-0.05171691
-0.000433097,-0.02531195,0.9921863,-0.02780025,0.07974909,0.07034957
-0.000430925,-0.02288269,0.9951207,-0.02780401,0.1992036,0.07029951
-0.002859059,-0.01904147,0.9927129,-0.089386,0.01981843,-0.1128198
-0.001423938,-0.02052014,0.9873499,0.2801184,-0.1594165,0.253269
0.000535741,-0.02481698,0.994135,0.03368565,-0.09965471,-0.2350169
-0.000921232,-0.02193054,0.9931805,0.3415926,-0.1594101,0.1313212
0.000538686,-0.02432573,0.9955978,-0.02804396,0.1392421,0.1922845
-0.003796751,-0.02674323,0.9950998,0.03353083,0.01962507,0.009088619
-0.00186202,-0.02624454,0.9975345,-0.02803152,0.01952537,-0.05200981
0.001017061,-0.02336386,0.9951167,-0.02809299,0.1987108,-0.05196366
0.000558056,-0.02913325,0.9980018,0.03346255,-0.1000971,0.009073624
0.001961879,-0.01952612,0.9917329,0.1566543,0.01947075,-0.113016
-0.002827606,-0.02964202,0.9941083,0.09501471,0.01942755,0.009050838
0.001005129,-0.02144985,0.9926953,-0.08976201,0.01936564,-0.05208588
-0.0057665,-0.01907362,0.9878487,-0.08964926,0.1986452,0.2530313
-0.000445025,-0.01903367,0.9936842,-0.02801643,-0.3390843,0.008882861
0.001970707,-0.0267809,0.9882826,-0.2126579,0.0792857,-0.235208
0.00196343,-0.01903787,0.9927092,0.03374808,-0.1000614,-0.05203484
-0.002365811,-0.02386663,0.9921966,0.03372501,-0.04031792,-0.1129607
-0.003818288,-0.0200007,0.9936809,-0.08947384,-0.1000164,0.008971915
-0.000910846,-0.01996855,0.9985452,0.1568742,-0.04021668,0.008941485
-0.00237123,-0.01902911,0.994659,0.09519557,0.01958302,0.1309701
3.99E-05,-0.01951257,0.9941676,-0.2743741,0.07936393,-0.05216793
0.001007919,-0.02144386,0.9936684,0.03364902,-0.04014029,0.008850435
-0.000925883,-0.02339529,0.9902518,-0.08962707,0.01960302,-0.05222854
0.001020935,-0.02432537,0.9955975,-0.02799427,0.07932756,-0.05225878
-0.003815964,-0.02145045,0.9931856,-0.02813318,-0.04027046,-0.05211648
-0.002392927,-0.0171361,0.988831,-0.08975345,0.01936043,-0.05210852
0.002943889,-0.02142742,0.9961001,-0.02808181,0.01931734,0.008871436
-0.001864806,-0.02188628,1.000481,0.03353171,0.07892968,-0.1132179
0.000520557,-0.02000046,0.9931911,0.03347025,0.07896186,0.008887509
0.00487335,-0.01997023,0.9975674,0.09494842,0.07891896,-0.05211483
0.001496365,-0.02385475,0.9936534,0.03328961,0.138494,0.008922643
-0.000434954,-0.02240644,0.9941503,0.09474865,-0.04073991,0.1309321
-0.000442706,-0.02484769,0.9892694,0.09474567,-0.04074503,-0.05226337
-0.001888053,-0.02048151,0.9936765,0.2178412,0.01899904,-0.1132272
-0.001407354,-0.0209694,0.9927,0.03304558,0.07881822,0.008859024
0.002447384,-0.01806401,0.9941745,0.09461203,-0.1005599,0.008850678
0.00099955,-0.02146185,0.9907488,0.03297296,-0.04081578,-0.05220913
0.000532178,-0.02288497,0.9946334,-0.0900702,-0.04068948,-0.1132114
-0.003822161,-0.01903919,0.9932002,-0.02853357,-0.1004626,-0.1131076
4.92E-05,-0.02531159,0.9921859,-0.0899599,-0.04060599,0.07002719
-0.000445957,-0.02194518,0.9907469,0.03327091,0.01910038,0.008871406
-0.001407354,-0.0209694,0.9927,-0.08981134,-0.04071033,0.0699473
-0.000883427,-0.03445709,0.9950508,-0.2744333,0.1384758,-0.05221873
0.001171218,-0.08170733,0.9962224,-0.5822312,-0.04066422,0.1918691
0.000706616,-0.1049458,0.9814831,-0.02772114,-0.1004562,0.8625693
0.00527711,-0.165062,1.007392,-0.5814457,-0.04054328,2.02051
0.004830645,-0.1838972,1.002898,0.09666465,-0.1001289,3.482259
0.00687506,-0.2326242,0.9991947,-1.1349,-0.1001289,4.946967
0.003120535,-0.3012628,0.9734769,-0.580696,-0.3988749,6.960941
0.002698262,-0.3054985,0.9904831,-0.7654307,-0.5781224,9.585211
0.006255723,-0.3909355,0.9768231,-1.073322,-0.2196273,12.20948
0.01589637,-0.3783298,0.9866245,-0.827009,-0.5183733,15.5661
0.0203528,-0.4289929,0.9814475,-1.50437,-0.5781224,18.67861
0.01798092,-0.4323045,0.9921347,-1.011744,-0.75737,22.27935
0.0247465,-0.4492413,0.9818078,-1.196478,-0.6976208,25.63597
0.02675824,-0.4606999,1.000228,1.32823,-0.6976208,28.50436
0.04661145,-0.2772792,1.025657,0.7124471,-0.6976208,32.65436
0.03526731,-0.4605771,0.9408552,-2.5512,-0.8768684,34.85143
0.04143989,-0.3967712,0.9645954,0.8971818,-1.056116,38.57423
0.04565391,-0.3034504,1.004574,0.09666465,-1.235363,40.52717
0.04425827,-0.3397104,0.9897569,0.2198211,-0.8171192,43.51762
0.04443529,-0.2307751,0.9816589,-0.3959613,-1.235363,45.16541
0.05026982,-0.2738262,0.9594955,-0.1496483,-1.175614,47.48454
0.05052961,-0.1632582,0.9815775,0.09666465,-1.534109,48.88821
0.05064366,-0.185804,1.000905,-0.1496483,-1.593859,50.47498
0.05909035,-0.08883196,1.00684,0.1582429,-1.47436,51.57351
0.05624999,-0.1275132,0.9905491,-0.4575396,-1.593859,52.3669
0.05844586,-0.06881467,0.9685195,0.03508641,-1.534109,53.09925
0.06141095,-0.08029658,0.983046,-0.8885872,-1.713357,53.52645
0.06044321,-0.06430202,0.9962825,-0.827009,-1.713357,54.31984
0.0585607,-0.07584151,1.002053,-1.565948,-1.47436,54.80807
0.06576358,-0.0807516,0.9869328,-1.1349,-1.773106,55.60146
0.07301126,-0.07635195,0.9957129,-1.689104,-1.832855,56.15073
0.07792996,-0.119784,0.9900929,-1.627526,-1.832855,57.1272
0.07798559,-0.1245136,1.005149,-1.750683,-1.713357,57.73749
0.0746811,-0.1675205,0.9912654,-1.873839,-1.653608,58.89705
0.07766695,-0.1925354,1.000844,-2.120152,-1.47436,60.2397
0.08786774,-0.2457105,0.9786152,-1.565948,-1.832855,61.58235
0.08980945,-0.232104,0.9952414,-1.873839,-1.773106,63.47427
0.09052674,-0.3164587,1.001055,-1.812261,-1.593859,65.6103
0.1015836,-0.3121612,0.9927998,-1.319635,-1.832855,67.56325
0.1040521,-0.3551938,0.9740453,-1.258057,-2.012103,70.30957
0.1084296,-0.3565653,0.9857124,-1.50437,-2.19135,73.23899
0.1229644,-0.3855046,0.9830925,-1.565948,-2.310849,75.80223
0.1316023,-0.3618288,0.9895555,-1.381213,-2.549846,78.91473
0.1436898,-0.3947269,0.9708552,-1.565948,-2.430347,81.72209
0.1576207,-0.3599194,0.9832212,-1.196478,-2.609595,84.77357
0.1677409,-0.3555626,0.9846998,-1.50437,-2.669344,87.88607
0.1744842,-0.3376332,0.997942,-1.442791,-2.729093,90.57137
0.1907381,-0.3170761,0.966911,-1.442791,-2.908341,93.07358
0.1964886,-0.2875704,0.9807109,-1.565948,-3.266836,95.75888
0.2086178,-0.2815855,1.011395,-1.750683,-3.386334,97.95594
0.2146647,-0.2141705,0.9947677,-1.381213,-3.087588,99.84785
0.2242898,-0.2064473,0.9948071,-1.873839,-2.96809,101.4957
0.230438,-0.1926403,0.9652027,-1.565948,-3.386334,102.9604
0.2366665,-0.1325935,1.004978,-1.627526,-3.147337,104.4251
0.242149,-0.1739102,1.029541,-1.689104,-3.266836,105.2795
0.2485815,-0.1037933,0.9817864,-1.50437,-2.848592,106.317
0.2510903,-0.1341314,0.9884129,-1.935417,-3.326585,107.3545
0.2543333,-0.09610596,0.9764759,-1.627526,-3.266836,107.9648
0.2482545,-0.1063693,1.033352,-1.935417,-3.147337,108.8192
0.2549506,-0.113757,1.007512,-1.935417,-2.96809,109.4905
0.2703184,-0.1138834,0.9851148,-1.873839,-3.027839,110.7111
0.2666061,-0.1421832,1.01025,-2.18173,-3.266836,111.2604
0.2637437,-0.1668492,0.9989102,-2.058574,-3.207087,112.7861
0.2806071,-0.1625053,0.9974639,-2.366465,-3.207087,113.8846
0.2869834,-0.1981543,1.002595,-2.304887,-3.147337,115.5324
0.2919003,-0.2343166,1.002859,-2.428043,-3.266836,117.3633
0.3106439,-0.2514123,0.9652711,-2.489622,-3.207087,119.1942
0.3074157,-0.2564316,1.011958,-2.428043,-3.326585,121.1472
0.3200866,-0.3259655,0.995468,-2.920669,-3.505833,123.4663
0.3358273,-0.2758954,0.9801882,-2.18173,-3.326585,126.0905
0.3398691,-0.3375668,0.9885699,-3.22856,-3.864327,127.9825
0.3475325,-0.3274907,0.9793794,-2.304887,-3.983826,130.9729
0.359541,-0.3285542,0.9618455,-2.797513,-4.043575,132.9259
0.3732124,-0.3553373,0.9962223,-2.735934,-4.342321,136.0384
0.3889717,-0.312501,0.9808984,-2.5512,-3.983826,138.4795
0.4030277,-0.3264009,0.9929686,-2.428043,-4.40207,141.1038
0.4173833,-0.3101435,0.9687255,-2.920669,-4.641067,143.545
0.4429075,-0.2844991,0.9795671,-2.428043,-4.820314,145.9862
0.4496768,-0.2854255,0.9849091,-2.674356,-4.760565,147.9391
0.4689685,-0.2669806,1.002038,-2.366465,-4.820314,150.5634
0.4881229,-0.1940353,1.020471,-2.5512,-4.700816,151.9671
0.4954249,-0.2680753,0.97768,-3.166982,-4.820314,154.1641
0.5153524,-0.135411,0.9833362,-2.674356,-5.11906,155.5678
0.5185835,-0.2394253,1.007033,-3.043826,-5.11906,156.8494
0.538056,-0.1173708,1.012625,-2.5512,-5.11906,158.6193
0.547971,-0.1793372,1.050684,-3.905921,-4.820314,159.1685
0.5487211,-0.165735,0.9884793,-2.674356,-4.581317,161.1825
0.5645071,-0.1131427,0.9912195,-3.721186,-4.581317,161.6097
0.5609248,-0.223114,0.9881216,-3.59803,-4.641067,162.6472
0.5800002,-0.08778417,1.035157,-1.996996,-4.939813,163.9899
0.5735914,-0.223314,1.032393,-4.460125,-4.581317,164.4781
0.5829798,-0.1496662,1.009475,-1.750683,-4.163073,166.5531
0.5902139,-0.1874834,0.9756634,-4.336969,-4.222822,166.9193
0.5961391,-0.2521608,0.9655339,-1.750683,-4.461819,169.1774
0.6105077,-0.1345279,1.036796,-3.782765,-4.700816,170.0928
0.6076619,-0.377304,1.002722,-2.489622,-4.461819,171.9847
0.6339482,-0.1043684,0.9980322,-2.304887,-4.282572,174.1818
0.6390361,-0.4596564,0.9384508,-3.782765,-4.700816,175.4024
0.6658314,-0.1333217,0.9910192,-1.011744,-5.238559,178.637
0.659053,-0.4397187,1.041232,-4.090656,-4.939813,179.5524
0.6996632,-0.1927815,0.9633818,-0.08807008,-4.700816,183.4583
0.6916587,-0.4323381,0.9828583,-4.275391,-5.059311,184.3127
0.7361624,-0.200839,0.9034513,-0.02649183,-5.955549,189.073
0.7350926,-0.3774424,1.043012,-5.075908,-5.656803,189.6833
0.7793803,-0.228777,0.9815935,-1.073322,-6.373793,194.1385
0.78356,-0.3032442,1.026394,-4.768017,-5.238559,194.9929
0.8156248,-0.2615612,0.978447,-2.366465,-6.373793,198.7767
0.8410726,-0.2351112,0.9635029,-4.706439,-6.075047,199.9973
0.8544492,-0.2726445,1.053289,-3.413295,-6.732288,202.8657
0.8805028,-0.1431929,1.006366,-4.398547,-5.836051,204.2694
0.8751225,-0.2402762,1.060282,-4.891173,-6.194546,206.4664
0.9144375,-0.1118186,0.9286721,-3.22856,-5.836051,207.0767
0.8888393,-0.1162191,1.078543,-5.014329,-6.015298,208.3583
0.9245281,-0.05224517,0.9694151,-2.735934,-6.194546,208.8466
0.8857394,-0.03422945,1.080503,-4.152234,-5.597054,208.3583
0.9036297,0.01770486,0.9761817,-2.797513,-5.716552,208.9076
0.8789995,0.04573509,0.9890227,-2.982248,-5.059311,206.7716
0.8677479,0.1603084,1.036442,-2.243309,-6.194546,207.0767
0.8667762,0.06815801,0.9512122,-2.304887,-5.417806,204.6355
0.8315656,0.2262006,1.090884,-2.797513,-5.955549,204.1473
0.8343056,0.1303444,0.9516147,-1.50437,-5.178809,201.8892
0.8015714,0.2133668,1.046547,-3.166982,-6.015298,201.401
0.8216018,0.1493762,0.9113509,-1.258057,-5.477555,199.5091
0.7867077,0.2077216,1.071342,-3.166982,-6.075047,197.8002
0.8100462,0.154256,0.9220949,-1.442791,-6.015298,197.373
0.781633,0.1640846,1.111956,-3.782765,-5.11906,195.3591
0.7942784,0.137102,0.9575258,-2.674356,-6.194546,195.8473
0.7869667,0.07638114,1.043294,-5.075908,-4.820314,194.0774
0.7865128,0.08226077,1.058415,-4.275391,-6.433542,194.8708
0.7976162,-0.02487244,0.9662724,-5.630112,-4.40207,193.8943
0.7777748,0.01139952,1.142176,-5.137486,-5.716552,194.5657
0.8086693,-0.09768479,0.8874768,-5.322221,-4.521568,194.5657
0.7755154,-0.045496,1.143779,-4.521704,-5.11906,195.0539
0.7996557,-0.1235563,0.916037,-4.706439,-4.939813,195.8473
0.7717702,-0.1373906,1.100402,-4.521704,-4.163073,196.3355
0.784844,-0.12812,0.9598161,-3.967499,-5.537304,197.6782
0.7845829,-0.1863199,0.9842803,-4.398547,-4.043575,197.9833
0.7749153,-0.1480673,1.010797,-3.721186,-6.194546,199.387
0.8020995,-0.1831294,0.8738246,-3.351717,-4.581317,199.9363
0.7746699,-0.1485282,1.092546,-2.982248,-6.314044,201.0348
0.8196827,-0.120151,0.8401303,-2.428043,-5.8958,201.8282
0.7934371,-0.1224156,1.101936,-2.304887,-6.075047,202.6216
0.8398146,-0.06754346,0.8448138,-2.674356,-7.270031,203.537
0.8298807,-0.07773682,1.070062,-2.674356,-6.254295,204.2083
0.8414716,0.001282879,0.9795361,-2.859091,-7.867523,204.6966
0.8747966,-0.02574039,0.9725338,-3.474874,-5.8958,204.8186
0.8601215,0.03933268,1.126224,-3.782765,-7.987022,204.7576
0.9008385,0.04113185,0.8653778,-3.105404,-6.134796,204.6966
0.8602906,0.07994441,1.22136,-3.844343,-7.031034,204.0863
0.9093712,0.08882728,0.8569017,-3.043826,-6.254295,203.537
0.8645804,0.126876,1.245973,-3.782765,-5.597054,202.3164
0.8809656,0.1354591,0.9151137,-3.536452,-6.553041,201.9502
0.8500768,0.1621866,1.265176,-2.735934,-4.700816,200.5466
0.8713751,0.09726106,0.8998042,-3.351717,-5.716552,199.8752
0.8328836,0.1421011,1.138061,-3.659608,-3.446083,198.2274
0.8106048,0.1055108,1.072163,-4.090656,-5.656803,197.6782
0.8151288,0.02243694,0.8940404,-4.090656,-2.788842,196.9458
0.7613166,0.06653494,1.17026,-2.612778,-5.298308,196.1524
0.7979795,0.03057103,0.8074854,-3.474874,-3.386334,195.4811
0.7341214,0.01089413,1.222011,-1.935417,-4.641067,195.6642
0.7704822,0.001920718,0.7786223,-3.413295,-4.760565,195.3591
0.7305838,0.01490797,1.169484,-3.166982,-4.043575,196.2135
0.7549992,-0.07087158,0.8628634,-4.521704,-6.015298,195.6642
0.7489936,-0.009209795,1.009714,-3.721186,-4.222822,197.373
0.7450487,-0.1499586,1.020541,-4.213812,-7.031034,197.251
0.7838104,0.000166984,0.8837103,-3.905921,-4.581317,198.7157
0.7584567,-0.1985777,1.111233,-4.336969,-7.150533,199.0818
0.8130032,0.004555583,0.8097491,-4.152234,-5.776301,199.9973
0.78419,-0.1642402,1.202418,-4.583282,-6.911536,200.9738
0.850657,-0.01473042,0.8057101,-4.152234,-6.792037,201.1569
0.8268698,-0.07889457,1.195604,-4.029078,-6.075047,202.0113
0.8587703,-0.05799776,0.9047108,-4.336969,-7.32978,202.2554
0.864024,-0.03476088,1.075163,-4.029078,-5.358057,202.6216
0.8587487,-0.0560379,1.066279,-3.721186,-7.807774,202.3164
0.8827866,-0.01890837,0.9063895,-3.905921,-4.880064,202.5605
0.8547874,-0.03485984,1.216775,-2.612778,-7.090783,201.9502
0.8963776,0.04280869,0.8250023,-3.166982,-4.820314,201.401
0.8461456,0.003040246,1.264213,-1.689104,-5.477555,201.5841
0.8780896,0.02929797,0.8259076,-2.5512,-5.477555,200.6686
0.8398293,0.09548672,1.163563,-1.750683,-4.163073,200.6686
0.8434862,-0.03150581,0.9798221,-3.043826,-6.254295,199.9363
0.8310443,0.1305878,0.9915211,-2.304887,-3.207087,200.1804
0.8148286,-0.03626533,1.071786,-2.18173,-6.194546,199.7532
0.828211,0.1534396,0.8656287,-2.920669,-3.864327,198.8988
0.7907994,-0.07683746,1.064258,-2.982248,-6.075047,199.326
0.8026963,0.1617597,0.8885697,-2.859091,-3.625331,199.0208
0.7807008,-0.03508044,1.111721,-2.797513,-5.477555,199.6922
0.8055826,0.1219833,0.85037,-4.460125,-4.880064,198.6546
0.777753,0.004078766,1.12802,-3.166982,-5.537304,199.6922
0.7968037,0.04472981,0.9141411,-4.706439,-5.776301,198.6546
0.7864922,0.07009352,1.040336,-4.029078,-5.11906,199.8752
0.7957904,-0.04647323,0.9826876,-5.322221,-6.254295,198.5936
0.7959768,0.07412007,0.9882857,-4.336969,-5.059311,199.448
0.8023231,-0.06384401,1.058489,-4.583282,-6.433542,198.9598
0.8185164,0.06368278,0.9351639,-4.891173,-5.597054,198.6546
0.8068244,-0.05282635,1.124246,-3.844343,-6.433542,199.326
0.8234968,0.003896156,0.936257,-5.014329,-5.955549,198.4105
0.8075716,-0.008680401,1.088503,-3.659608,-6.075047,199.2039
0.824359,-0.1024532,0.9725935,-4.336969,-6.194546,197.9223
0.8241727,0.03825697,1.034275,-2.982248,-5.358057,199.1429
0.8332279,-0.1364707,1.007417,-2.797513,-6.433542,198.5326
0.8201879,0.04719494,0.9983226,-3.043826,-5.11906,198.5936
0.8289884,-0.1221947,1.055195,-2.612778,-6.075047,199.448
0.8274106,-0.000345261,0.9517999,-2.674356,-5.358057,198.5326
0.821492,-0.05002727,1.028875,-2.243309,-5.8958,200.3024
0.8238402,-0.08168074,0.9785594,-2.489622,-5.477555,199.2649
0.8289014,0.02399634,0.9889292,-2.428043,-5.238559,200.7907
0.8350013,-0.08685727,0.9979841,-2.797513,-6.015298,200.5466
0.8446939,0.05332661,0.9730369,-2.5512,-5.776301,201.0958
0.8426926,-0.02919963,1.04115,-2.859091,-5.656803,201.8892
0.8471978,0.02055328,0.9757558,-2.674356,-5.955549,201.401
0.8482243,0.04881252,1.022642,-3.659608,-5.358057,202.6826
0.8377551,-0.0270259,1.003211,-3.967499,-6.075047,201.523
0.8517537,0.1019345,0.956295,-3.782765,-5.417806,202.6216
0.8346432,-0.04731238,1.076569,-4.952751,-5.955549,201.6451
0.8542235,0.09333372,0.9688929,-4.398547,-4.700816,202.3774
0.8395513,-0.002027486,1.146913,-4.398547,-6.075047,201.0348
0.8588058,0.1005795,0.8920481,-4.275391,-5.238559,201.0348
0.8279574,0.009558915,1.150399,-4.029078,-5.417806,200.6686
0.8372269,0.03875707,0.8790374,-3.967499,-5.537304,199.2039
0.8240976,0.1302297,1.090794,-2.859091,-4.700816,200.0583
0.8141348,-0.03090154,1.003206,-3.474874,-6.015298,197.6782
0.8076338,0.177043,0.9421863,-3.536452,-4.342321,199.2039
0.7803625,-0.1254508,1.080516,-3.659608,-5.836051,197.251
0.7997214,0.1426708,0.8432009,-3.043826,-4.939813,197.6782
0.7745976,-0.08273507,1.126522,-3.844343,-5.8958,197.6171
0.7995547,0.000783466,0.8253082,-2.859091,-5.836051,196.8848
0.778596,0.03388312,1.112628,-4.398547,-5.537304,198.3495
0.8077391,-0.1208876,0.8785776,-1.812261,-6.314044,197.0069
0.7816399,0.08990724,1.04776,-3.782765,-5.298308,198.3495
0.8003231,-0.1595269,0.9479347,-2.735934,-6.971285,197.9223
0.8002086,0.09280217,0.9674712,-4.090656,-5.8958,198.7767
0.7957421,-0.1929552,1.00175,-3.474874,-7.090783,199.387
0.7993723,0.040221,0.9647197,-4.090656,-6.373793,198.8377
0.8164292,-0.1523136,1.020959,-3.905921,-6.971285,200.7296
0.8163642,-0.06765945,0.9071178,-1.996996,-7.210282,198.8988
0.8155064,0.03488673,1.036207,-3.844343,-7.270031,201.9502
0.8222362,-0.1896046,0.9944504,-2.304887,-7.688276,199.8142
0.8053384,0.1685616,0.9747398,-3.166982,-7.449278,201.6451
0.8117738,-0.2309992,1.008319,-4.583282,-7.987022,201.2789
0.8052748,0.1267221,0.9151188,-1.996996,-8.166269,200.8517
0.8192887,-0.1189251,1.039164,-4.090656,-8.106521,202.0723
0.8340477,-0.0219222,0.8927834,-1.381213,-8.943009,200.0583
0.8528509,0.1419837,1.038289,-3.844343,-8.465015,202.1944
0.8738459,-0.1657858,1.018886,-2.489622,-10.19774,200.4855
